,Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
348,Gavotto,MX ,2,0%,1.3,3.5,4,1.5,8.2,378,70.8%,25.2,576,0.87,0.36,0.33,0.14,-1058,-16,-818,0%,0%,0,-
349,Gerro,PL ,5,40%,2.6,1.2,3.2,7.2,0.8,247,68%,12.2,241,2.78,1.17,0.39,0.27,307,-4,263,40%,0%,0,1
350,Getsu,BE ,2,50%,2.4,2,3.5,6.5,5.6,364,92.9%,12.3,218,1.26,0.15,0.3,0.17,1007,12,548,50%,50%,0,-
351,Goliath,KR ,2,50%,4.8,1,2,8.5,0.9,249,72.6%,8.1,150,2.67,1.73,0.36,0.63,-128,8,278,0%,0%,0,-
352,Goo,US ,7,14.3%,2.7,1.6,3.1,6.9,4.7,293,81.1%,15.5,307,1.21,0.27,0.27,0.27,-444,-5,-267,28.6%,28.6%,0,-
353,Gooby,AU ,2,0%,0.6,0.5,4,2,5,285,62.5%,19.9,350,0.85,0.11,0.22,0.1,-452,-10,-578,50%,0%,0,-
354,Goot,BR ,4,50%,2.9,2,3.3,7.5,5,328,66.1%,17,364,1.81,0.5,0.47,0.32,-228,-6,0,50%,25%,0,-
355,Gorilla1,BA ,3,0%,2,0.3,2.3,4.3,0.8,210,90%,13,199,1.93,1.06,0.21,0.21,194,9,103,33.3%,0%,0,-
356,Gotzy,PT ,2,50%,4.3,3,1.5,3.5,8.6,406,67.3%,26.5,562,0.83,0.39,0.17,0.12,906,26,691,0%,0%,0,-
357,Grell,MX ,2,0%,0.7,0.5,6,3.5,5.4,285,58.3%,15.6,338,1.33,0.26,0.26,0.24,-743,-18,-724,100%,0%,0,1
358,Grevthar,BR ,4,25%,3.3,3.5,3,6.5,7.6,365,77.7%,21.1,453,1.06,0.37,0.19,0.27,144,-1,230,75%,0%,0,-
359,Griba,BR ,2,50%,10,2,2,18,0.5,262,84.5%,12.8,393,3.47,2.04,0.36,0.5,466,-8,390,50%,0%,0,-
360,Gru,BR ,2,50%,2.2,2,3,4.5,8.6,385,53.3%,21.1,510,0.68,0.37,0.1,0.14,-7,10,-271,0%,0%,0,-
361,Guertas,FR ,2,50%,10,1,1,9,5,339,74.7%,9.9,233,1.79,0.25,0.39,0.24,842,9,589,0%,0%,0,-
362,Guigo,BR ,4,25%,2.1,3.8,3.8,4.3,7.9,379,62.6%,27,582,1.11,0.42,0.19,0.26,-767,-16,-905,25%,0%,0,2
363,Guigs,BR ,2,100%,16.5,0.5,1,16,0.7,260,82.3%,8.3,229,3.3,1.52,0.5,0.5,168,0,502,0%,0%,0,-
364,Gumayusi,KR ,10,80%,5.7,4.2,1.8,6.1,9.6,470,74.1%,30.8,694,1.4,0.45,0.4,0.18,287,9,39,10%,20%,0,-
365,Guti,KR ,9,22.2%,2.6,4.3,3.4,4.6,7.9,372,57.1%,25.9,605,0.98,0.21,0.24,0.15,-597,-2,-41,22.2%,22.2%,0,-
366,Guwon,KR ,10,70%,5.9,2.5,1.6,6.9,5.4,358,69.8%,13.4,291,1.53,0.36,0.4,0.26,471,4,233,60%,10%,0,2
367,HH,KR ,10,60%,3.5,0.1,3,10.5,0.5,231,83.5%,8,175,2.85,1.79,0.32,0.58,-286,-1,-532,20%,10%,0,-
368,HONOR,FR ,6,83.3%,12.9,1.2,1.2,13.8,0.5,261,84.9%,11.8,259,2.33,1.28,0.19,0.32,77,-4,162,16.7%,16.7%,0,-
369,HRK,JP ,2,0%,2,1,5,9,4.6,290,85.7%,19.4,414,1.45,0.37,0.24,0.2,-9,-6,-129,100%,0%,0,-
370,Hades1,GR ,2,0%,1.3,2,3.5,2.5,5.5,305,81.7%,15.6,296,1.23,0.23,0.32,0.19,-700,2,-46,0%,50%,0,-
371,Hadess,NL ,5,60%,3.3,3.6,2.6,5,5.3,340,61.6%,17.1,389,1.73,0.34,0.43,0.31,-257,2,-149,0%,20%,0,2
372,Haeri,AU ,2,0%,1.4,4,4,1.5,8.6,388,51.2%,25.2,580,1.02,0.34,0.23,0.18,-14,-5,-108,0%,0%,0,1
373,Haichao,CN ,3,33.3%,3.8,1.7,1.3,3.3,9.3,394,47.1%,19,373,-,-,-,-,-,-,-,-,-,-,-
374,HamBak,KR ,9,66.7%,3,2,3,7,4.9,323,70.2%,13.3,302,1.78,0.5,0.41,0.32,229,10,279,33.3%,0%,0,1
375,Hang,CN ,2,100%,5.4,1.5,2.5,12,0.8,255,82.3%,12.2,294,-,-,-,-,-,-,-,-,-,-,-
376,Hans SamD,KR ,2,100%,37,10.5,0.5,8,10.2,562,78.5%,31.3,1029,1.87,0.43,0.52,0.14,1058,16,818,0%,0%,0,1
377,Hans sama,FR ,5,80%,6.3,3.8,1.8,7.6,8.7,511,61.4%,22.9,559,1.01,0.44,0.3,0.14,1738,13,666,40%,20%,0,1
378,Hantera,FR ,4,25%,2.2,0.8,3.3,6.5,0.7,229,81.9%,13.5,204,2.05,1.07,0.29,0.31,20,-9,-265,25%,0%,0,-
379,Harbo,DK ,1,0%,3,1,4,11,7.4,322,80%,24.9,580,0.81,0.31,0.19,0.08,-580,-16,90,0%,100%,0,-
380,Harder,CN ,4,0%,1.2,1.8,4.5,3.5,7.2,322,72.4%,22.5,471,-,-,-,-,-,-,-,-,-,-,-
381,Harp,KR ,2,0%,1.1,0,3.5,4,0.4,204,83.3%,7.1,132,2.51,1.33,0.35,0.45,-356,-0,-774,0%,0%,0,-
382,Harpoon,PL ,4,50%,4.1,4.8,2,3.5,9.7,475,55.6%,25.1,543,0.82,0.36,0.11,0.11,894,11,832,50%,0%,0,-
383,Haru,KR ,2,100%,-,1.5,0,9,6.2,396,61.8%,24.2,551,1.56,0.23,0.27,0.23,337,1,78,50%,0%,0,1
384,Hatrixx,NO ,5,40%,3,3.4,3,5.6,8.9,404,70.8%,34.1,655,1.03,0.39,0.19,0.14,-287,-7,-128,40%,0%,0,-
385,Hauntzer,US ,7,42.9%,4.3,2.9,1.9,5.1,8.9,440,59.8%,26.9,577,1.18,0.45,0.2,0.17,1361,12,769,57.1%,0%,0,7
386,Hauz,BR ,4,25%,3.3,1.8,2.5,6.5,7.9,382,61.4%,22.8,508,1.19,0.47,0.14,0.22,-276,-8,-183,25%,0%,0,-
387,HawHaw,NO ,2,100%,3.4,3.5,2.5,5,8.5,429,51.3%,20.2,562,0.9,0.48,0.11,0.18,47,4,20,0%,0%,0,-
388,HeSSZero,PL ,2,100%,16,1.5,0.5,6.5,7.6,377,46.8%,19.3,421,1.08,0.5,0.16,0.28,564,12,335,0%,0%,0,1
389,Hena,KR ,10,50%,4.1,2.9,1.5,3.2,9.2,415,68%,26.3,587,1.48,0.52,0.44,0.18,162,2,132,40%,0%,0,1
390,Heng,CN ,5,40%,2.7,1.4,3,6.6,4.7,314,72.3%,18.3,371,-,-,-,-,-,-,-,-,-,-,-
391,Henra,PT ,2,50%,6.7,5.5,1.5,4.5,8.8,409,61.7%,26.4,584,1.26,0.34,0.23,0.16,-66,-10,-24,50%,50%,0,-
392,Heroic,PT ,2,100%,10.5,5,1,5.5,8.1,405,72.8%,27,658,0.65,0.15,0.08,0.05,-336,6,104,0%,0%,0,1
393,Hery,CN ,2,0%,0.4,0.5,4.5,1.5,7.9,347,42.5%,19.1,336,-,-,-,-,-,-,-,-,-,-,-
394,HiRit,KR ,4,75%,2.9,5,3.3,4.5,9,442,60.4%,25.8,638,1.11,0.34,0.19,0.19,634,23,187,25%,50%,0,-
395,Hidan,BR ,2,50%,2.3,2.5,4.5,8,7.1,372,62.2%,25.6,608,1.35,0.61,0.26,0.35,-254,7,146,0%,50%,0,-
396,Hiro,CZ ,2,0%,0.8,1,2.5,1,8.2,325,40%,15,208,0.73,0.34,0.18,0.04,-1264,-16,54,0%,50%,0,-
397,Hiro1,FR ,5,80%,4,4.8,3,7.2,7.9,443,60.6%,28,765,1.37,0.44,0.16,0.13,574,1,460,40%,40%,0,8
398,Hoglet,KR ,2,100%,5.3,2.5,3,13.5,4.8,329,77.1%,12.7,343,1.84,0.38,0.42,0.34,9,6,129,0%,100%,0,-
399,Holyphoenix,TR ,2,100%,13.5,8.5,1,5,10.1,544,79.4%,27.2,596,1.23,0.29,0.34,0.07,1719,10,434,100%,0%,0,-
400,HondaTolec,CZ ,2,50%,2.4,1.5,2.5,4.5,0.7,257,46.8%,9.3,182,2.44,1.09,0.39,0.43,-229,2,710,50%,0%,0,-
401,Honey,KR ,3,66.7%,3.2,2.7,1.7,2.7,9.2,416,41.2%,28.2,525,0.95,0.39,0.3,0.09,-735,-9,-296,33.3%,33.3%,0,1
402,Hoon,KR ,6,66.7%,1.6,2.8,3.7,3.2,8.7,412,43.9%,19.3,511,1.01,0.28,0.17,0.14,96,9,-118,0%,33.3%,0,5
403,Hoopa,VN ,1,0%,0.5,0,2,1,7.5,294,100%,15.7,184,1.18,0.51,0.21,0.21,-3157,-70,-1986,0%,100%,0,-
404,Hope,CN ,5,40%,3.2,4.4,2.6,4,10.2,447,66.2%,23,511,-,-,-,-,-,-,-,-,-,-,-
405,Howling,KR ,4,25%,2.6,2.3,2.5,4.3,8.6,387,67.9%,25.2,476,0.76,0.3,0.13,0.13,-386,-6,-470,0%,25%,0,2
406,Hoya,KR ,2,0%,1.9,1.5,3.5,5,7.5,355,64.3%,20.8,421,-,-,-,-,-,-,-,-,-,-,-
407,Hugato,BR ,4,25%,2.2,2.3,3.8,6,4.8,307,72.4%,11.2,250,2.02,0.39,0.57,0.39,-42,-6,-367,50%,25%,0,-
408,Huhi,KR ,2,0%,2.2,0,3,6.5,0.6,212,68.1%,7.8,154,2.45,1.46,0.31,0.41,-445,9,-45,0%,0%,0,-
409,Humanoid,CZ ,5,40%,2.2,3.4,3.4,4.2,8.3,409,65.8%,30.1,735,0.96,0.39,0.18,0.05,723,5,181,0%,20%,0,-
410,Humble,MK ,2,0%,1.7,5,3.5,1,9.7,447,71.8%,27.9,501,1.02,0.29,0.25,0.09,-199,-14,-98,0%,0%,0,1
411,HungryPanda,GR ,2,100%,2.9,1,5.5,15,1,248,88%,9.9,274,4.07,2.22,0.38,0.55,335,-10,345,0%,50%,0,-
412,Hydra,ES ,5,0%,1.8,1,3.4,5,7.9,339,47.7%,17.5,375,1.1,0.53,0.18,0.26,-299,-6,-27,20%,20%,0,-
413,Hylissang,BG ,5,80%,4.5,0.4,2.2,9.6,0.7,249,74.3%,7.8,169,3.17,1.36,0.42,0.33,212,2,-275,40%,0%,0,-
414,Hype,KR ,9,66.7%,7.1,4.9,1.6,6.1,9.9,463,80.4%,29.3,639,1.52,0.45,0.38,0.19,-70,-3,-12,44.4%,22.2%,0,-
415,Ibai0,ES ,4,50%,3.5,3.5,3,7,7.3,378,58.5%,24.3,571,1.09,0.36,0.15,0.15,264,-2,268,25%,0%,0,3
416,Icaruss,FR ,6,50%,4.3,3.8,2.5,7,6.3,377,67.5%,17.9,352,1.17,0.26,0.19,0.27,634,13,677,50%,16.7%,0,1
417,IceBreaker,GR ,4,75%,3.6,2.3,2.8,7.8,7.8,383,67.6%,24.9,610,1.02,0.31,0.24,0.12,450,10,445,25%,25%,0,1
418,IgnaVilu,AR ,2,0%,2,0.5,2.5,4.5,1,214,91.7%,9,159,2.72,1.74,0.33,0.46,-158,8,-542,0%,50%,0,-
419,IlllIma,KR ,4,25%,2.1,1.8,2.8,4,8.5,412,78.2%,31.4,513,0.79,0.27,0.14,0.08,774,11,53,0%,0%,0,2
420,Impact,KR ,2,100%,6,1.5,1.5,7.5,8.4,436,56.2%,19,475,0.91,0.4,0.08,0.14,-492,-12,-228,50%,0%,0,1
421,Indecision,BG ,6,50%,2.8,1.5,3,6.8,4.4,302,62.6%,10.7,203,1.44,0.25,0.3,0.23,-608,-6,-395,33.3%,0%,0,-
422,Infoneral,BG ,3,33.3%,1.4,0,3.3,4.7,1.1,219,71.4%,6,105,2.1,1.13,0.23,0.3,198,14,-241,33.3%,0%,0,-
423,Innaxe,GB ,4,75%,7.5,8.3,2,6.8,8.5,486,79.2%,27.1,654,1.49,0.43,0.34,0.1,928,14,474,50%,25%,0,-
424,Ino,JP ,2,100%,2.1,3.5,5.5,8,7.5,386,55.6%,16.2,441,1.3,0.52,0.22,0.22,254,10,-310,0%,0%,0,1
425,Insanity,US ,6,66.7%,2.8,3.5,3,4.8,8.6,422,61.7%,29.8,830,0.76,0.32,0.13,0.07,249,-0,136,16.7%,0%,0,6
426,Inspire,CZ ,1,0%,5.5,5,2,6,6.7,353,91.7%,39.6,859,0.96,0.29,0.29,0.07,-104,-4,-103,0%,100%,0,-
427,Inspired,PL ,2,50%,7.7,4,1.5,7.5,6.2,351,76.4%,13.5,321,2.24,0.64,0.55,0.27,552,-4,176,100%,0%,0,-
428,Instinct,US ,7,14.3%,3.2,3.4,2.6,4.9,8.8,403,61.1%,28.8,616,1.06,0.34,0.3,0.09,-201,-4,38,28.6%,14.3%,0,-
429,Irrelevant,DE ,5,60%,2.2,4,3.6,4,7,364,57.7%,23.6,535,0.95,0.31,0.2,0.17,-696,-7,60,0%,20%,0,7
430,Isma,FR ,5,80%,6.4,3.6,2,9.2,5.8,365,78.7%,16.5,341,1.36,0.28,0.31,0.24,217,14,492,20%,0%,0,1
431,Ivok,CY ,2,50%,5,3,1.5,4.5,8,394,71%,20.2,447,0.87,0.27,0.1,0.1,396,6,710,50%,0%,0,1
432,Ivory,KR ,8,0%,0.9,1.3,3.4,1.9,8.1,337,47.7%,25.2,420,0.93,0.27,0.24,0.12,-537,-8,-493,37.5%,0%,0,-
433,Iwandy,CN ,5,40%,6.4,0.2,1.6,10,0.6,233,86.1%,10.4,221,-,-,-,-,-,-,-,-,-,-,-
434,J0J0C,GR ,2,0%,0.9,0.5,3.5,2.5,8.5,352,56.2%,20.2,409,0.92,0.53,0.19,0.17,-334,2,121,0%,50%,0,-
435,JNX,DE ,4,50%,2.5,4.3,3.3,3.8,8.7,426,48.9%,26.8,676,1.09,0.46,0.18,0.13,228,17,211,0%,25%,0,-
436,JackeyLove,CN ,5,60%,4.9,5.2,1.8,3.6,9.7,455,64.2%,32.3,690,-,-,-,-,-,-,-,-,-,-,-
437,Jackies,CZ ,1,100%,2.2,5,5,6,7.6,410,61.1%,24.4,606,1.45,0.34,0.31,0.09,104,4,103,100%,0%,0,-
438,Jackspektra,NO ,5,40%,2.1,2.6,3.8,5.2,8.8,428,52.5%,25.2,652,1.19,0.39,0.32,0.08,-1421,-17,-858,0%,20%,0,-
439,Jacob1,GB ,2,50%,1.3,1.5,3.5,3,8,367,46.9%,27.5,478,0.62,0.23,0.2,0.03,-1726,-23,-480,0%,0%,0,-
440,Jaguar,NL ,2,50%,2.4,6,4,3.5,8.3,429,44.3%,25.2,639,0.66,0.28,0.13,0.16,-17,0,-174,50%,0%,0,-
441,Jankos,PL ,5,40%,2.4,2.2,4,7.4,5.9,344,67%,17.7,464,1.9,0.57,0.49,0.21,-484,2,-291,0%,20%,0,2
442,Jaqen,PL ,5,0%,0.6,1,3.2,0.8,8.2,350,36.7%,24.9,382,0.62,0.29,0.05,0.05,-498,-3,-22,20%,20%,0,1
443,Jaunutis1,LT ,5,60%,3.2,3.2,3.4,7.8,7.1,389,74.3%,25.6,622,1.93,0.56,0.48,0.2,337,22,721,40%,20%,0,-
444,Javaaa,ES ,2,50%,4.9,7.5,3.5,9.5,9.8,486,81.1%,28.9,893,1.75,0.5,0.46,0.21,570,10,158,50%,0%,0,-
445,Javier,ES ,4,75%,11,4.5,0.8,3.8,9.4,445,63.3%,27.4,598,1.13,0.46,0.2,0.19,589,-2,-160,25%,0%,0,-
446,Jelly,KR ,2,0%,1.1,0.5,4.5,4.5,0.2,202,70.8%,8.4,191,1.79,1.09,0.19,0.38,-1188,-2,-266,0%,0%,0,-
447,Jelu,BG ,3,66.7%,3.7,2,2.3,6.7,4.6,317,61.6%,10.5,236,1.3,0.27,0.21,0.22,188,-9,13,0%,0%,0,-
448,Jenkins,US ,6,83.3%,4.2,2.2,1.8,5.5,8.4,413,53.1%,20.4,483,0.95,0.3,0.16,0.17,984,8,327,0%,16.7%,0,2
449,Jensen,DK ,2,0%,1,1.5,3,1.5,8.1,360,66.7%,22,337,0.74,0.25,0.15,0.08,-878,-23,-403,0%,0%,0,1
450,JeongHoon,KR ,5,0%,1.6,0.6,4,5.6,0.8,230,71.8%,11.9,240,3.4,2.17,0.4,0.48,267,-3,29,20%,0%,0,-
451,JeppeHou,DK ,2,50%,1.1,0,4.5,5,1.1,245,50%,15.2,280,2.8,1.32,0.35,0.27,134,18,233,50%,0%,0,-
452,Jerry,VN ,2,0%,2.8,0.5,3,8,0.3,224,94.1%,7.1,142,-,-,-,-,-,-,-,-,-,-,-
453,Jervo,ES ,4,25%,1.3,0.5,3.8,4.3,7.3,329,47.8%,15.5,297,1.19,0.38,0.22,0.14,-415,-8,-380,0%,50%,0,1
454,Jeskla,SE ,4,100%,7.8,5.3,1.5,6.5,9.4,467,70.5%,24.5,585,1.67,0.49,0.37,0.15,1236,30,883,25%,25%,0,-
455,Jett,KR ,2,100%,7.7,5.5,1.5,6,8.7,484,73.9%,27.9,684,1.07,0.29,0.27,0.19,1212,12,556,100%,0%,0,2
456,Jeyrus,TR ,2,100%,-,4.5,0,6,9.3,491,65.5%,21.8,474,0.98,0.5,0.12,0.26,1348,26,438,0%,0%,0,-
457,Jezu,FR ,4,50%,4.5,4.5,2.8,7.8,9,436,80.5%,21.4,502,1.37,0.43,0.31,0.15,992,12,332,50%,25%,0,-
458,Jiejie,CN ,2,100%,6,2,1.5,7,4.6,331,72.9%,9.1,233,-,-,-,-,-,-,-,-,-,-,-
459,Jiwoo,KR ,10,60%,3.7,5.6,2.8,4.8,9.7,460,78.4%,30,674,1.12,0.3,0.41,0.1,-806,-12,-213,20%,20%,1,-
460,JoJo,BR ,4,25%,3.8,1,3,10.5,0.3,239,86.5%,7.8,167,2.36,1.38,0.2,0.44,260,-1,-221,75%,0%,0,-
461,Joexy,TR ,2,0%,0.9,0.5,4,3,6.4,284,65%,23.8,440,1.04,0.41,0.11,0.11,-1701,-24,-1092,0%,50%,0,-
462,Joey,US ,7,28.6%,2.8,0.4,3.6,9.6,0.5,228,76.2%,9.3,215,2.38,1.29,0.25,0.28,-131,-7,159,0%,14.3%,0,-
463,JohnArnau,ES ,4,50%,3.2,3.5,3,6,8.2,436,55.3%,27.6,649,1.08,0.37,0.13,0.1,722,-6,209,50%,0%,0,3
464,JohnGiannis,GR ,2,100%,5,1.5,1.5,6,7.5,374,46.1%,18.3,377,0.85,0.3,0.08,0.14,-668,-14,-740,0%,0%,0,-
465,Joinze,FR ,6,50%,4.1,3,2.5,7.2,5.3,348,80%,17.1,339,1.12,0.22,0.27,0.15,656,4,353,50%,0%,0,-
466,Jony,KR ,4,50%,2.3,1.3,3,5.8,4.9,312,74%,13.7,252,1.77,0.39,0.37,0.35,28,-6,-156,25%,0%,0,-
467,Jool,KR ,2,50%,3.8,3.5,2.5,6,8.5,390,60.8%,21.7,454,1.23,0.39,0.23,0.2,560,-2,260,0%,0%,0,-
468,Jopa,HR ,3,100%,16.5,3.3,0.7,7.7,9.3,431,81.1%,26.3,553,1.65,0.38,0.45,0.14,830,19,717,33.3%,0%,0,1
469,Josedeodo,AR ,2,100%,10.7,4.5,1.5,11.5,6.1,398,67.1%,15.7,517,1.71,0.26,0.4,0.28,743,18,724,0%,50%,0,1
470,Julbu,DK ,6,66.7%,2.9,0.7,3,8,4.5,289,65.7%,9,193,1.54,0.32,0.4,0.33,-673,-9,-414,33.3%,16.7%,0,-
471,Juliera,BR ,4,50%,2.6,4,3.5,5.3,8.8,421,75%,24.2,532,1.85,0.4,0.4,0.11,74,5,96,50%,25%,0,1
472,Jun,KR ,2,0%,2.4,1,3.5,7.5,0.9,236,82.4%,11.9,303,3.27,1.55,0.34,0.43,396,4,630,100%,0%,0,-
473,Juuzou,TR ,2,100%,4,1.5,1.5,4.5,7.3,371,35.3%,14.4,289,0.99,0.38,0.18,0.14,-292,-22,-440,0%,0%,0,-
474,Juzo,BR ,2,0%,0.6,1,2.5,0.5,9.1,372,50%,24.1,369,1.4,0.44,0.44,0.2,-213,8,168,0%,0%,0,-
475,KaSing,GB ,2,100%,16.5,1.5,1,15,0.4,289,79%,14.5,347,2.76,1.52,0.23,0.35,393,-2,531,50%,0%,0,-
476,Kabbie,KR ,5,80%,6.5,1.6,2,11.4,0.6,273,83.7%,9.8,225,2.26,1.05,0.21,0.3,545,-8,404,60%,0%,0,1
477,Kackos,PL ,2,50%,7,1.5,1.5,9,7.5,362,65.8%,20.8,446,1.2,0.48,0.23,0.16,304,-2,-130,0%,0%,0,1
478,Kadir,NL ,5,40%,2.5,1,3.2,7,0.8,234,70.7%,7.3,154,2.45,1.2,0.25,0.27,-177,-3,-76,0%,0%,0,-
479,Kael,KR ,11,54.5%,5.3,1,1.4,6.2,0.8,233,79.3%,12.7,254,3.53,2.05,0.51,0.61,-223,-6,-164,18.2%,9.1%,0,-
480,Kaiser,DE ,5,80%,6.3,0.4,1.8,11,0.8,245,74.6%,7.1,173,2.63,1.32,0.34,0.4,-219,-1,-45,20%,20%,0,-
481,Kamiloo,FR ,6,50%,3.8,2.8,2.8,8,7.8,394,67.3%,26.2,521,1.14,0.35,0.22,0.17,-92,-15,-410,66.7%,0%,0,2
482,Kamyta,PT ,2,50%,8.3,0,1.5,12.5,0.5,229,79.2%,9.9,225,2.51,1.52,0.25,0.44,200,-7,-636,50%,0%,0,-
483,Kanavi,KR ,3,66.7%,4,4,3.7,10.7,5.3,364,78.4%,23.6,576,-,-,-,-,-,-,-,-,-,-,-
484,Kaori,TR ,4,25%,3.2,3,2.3,4.3,9,407,66%,24.3,536,1.21,0.34,0.22,0.09,-1178,-13,-789,0%,50%,0,-
485,Karis,KR ,10,50%,3.6,3,1.8,3.4,8.6,385,66.3%,25.9,549,1.14,0.51,0.25,0.24,-282,-9,-270,20%,0%,0,-
486,Karsa,TW ,3,66.7%,4.4,1,1.7,6.3,5.2,336,55.6%,11.6,241,-,-,-,-,-,-,-,-,-,-,-
487,Kaymin,DE ,4,50%,2.5,4.3,3.8,5.3,8.2,404,64.8%,24,570,1.02,0.43,0.19,0.18,251,-8,-450,25%,25%,0,2
488,Kaze,AR ,2,0%,0.5,0.5,5,2,7.2,310,37.5%,25,540,0.71,0.38,0.03,0.15,-260,-10,-277,0%,0%,0,-
489,Keduii,DE ,4,50%,3.6,6.5,3.5,6.3,9.8,482,68.7%,23.7,605,1.63,0.45,0.46,0.13,471,4,463,50%,25%,0,-
490,Keel,US ,6,66.7%,4.6,3.8,2.7,8.3,6,381,68%,18.8,497,1.11,0.18,0.18,0.14,504,9,438,50%,0%,0,-
491,Kehvo,FI ,2,100%,3,1,3,8,7.6,368,60.7%,29.5,719,1.1,0.39,0.16,0.13,-233,9,-208,0%,0%,0,-
492,Keine,KR ,2,100%,7,2.5,1,4.5,9.8,432,55.9%,28.1,695,1.18,0.31,0.33,0.17,460,12,-21,0%,0%,0,-
493,Kektz,SI ,3,100%,6.3,4,1,2.3,8.8,454,37.7%,23.1,593,0.92,0.4,0.14,0.14,813,15,447,33.3%,0%,0,4
494,Kellin,KR ,9,77.8%,12.7,0.9,1,11.8,0.3,248,92.9%,9.2,191,2.59,1.67,0.15,0.49,390,-2,289,55.6%,11.1%,0,-
495,Kenal,RU ,2,0%,5.5,5,2,6,7.7,382,73.6%,30.9,720,1.34,0.45,0.44,0.14,-808,-12,-88,50%,0%,0,-
496,Kenvi,PH ,2,0%,0.7,1.5,3.5,1,5.6,314,87.5%,15.1,246,1.3,0.35,0.31,0.35,390,0,-237,50%,0%,0,-
497,Keria,KR ,10,80%,7.6,0.5,1.5,10.9,0.7,272,86%,12,274,3.14,1.95,0.37,0.51,468,2,401,10%,10%,0,-
498,Ketim,PL ,5,0%,2.1,2,3.6,5.4,4.7,313,81.6%,15.1,270,1.14,0.35,0.19,0.32,-125,-14,-412,40%,20%,0,-
499,Kevy,AU ,6,83.3%,4.5,1.8,2,7.2,5.5,356,52%,14.3,343,1.43,0.33,0.23,0.25,392,-7,51,33.3%,0%,0,-
500,Khantos,RO ,1,100%,5,5,2,5,9.5,446,55.6%,29.4,729,1.12,0.36,0.27,0.09,-656,-9,-600,0%,0%,0,-
501,Kiari,BR ,4,50%,1.8,2,3,3.5,7.2,363,36.5%,25.3,571,1.11,0.41,0.24,0.12,-238,-2,30,0%,0%,0,3
502,Kibah,DK ,2,100%,7.7,0,1.5,11.5,0.7,225,72.7%,6.1,114,2.74,1.38,0.34,0.38,-503,3,-369,0%,0%,0,-
503,Kick,BR ,2,0%,2.3,1.5,3,5.5,1,238,56.8%,9.4,250,2.78,1.23,0.47,0.38,706,10,232,0%,0%,0,-
504,Kiin,KR ,11,54.5%,3.5,2.3,1.6,3.5,9,400,49%,22.1,421,1.15,0.42,0.19,0.21,514,7,246,27.3%,9.1%,0,3
505,Kikis,PL ,2,0%,2.5,1.5,3,6,6.9,331,66.4%,18.5,371,0.94,0.23,0.2,0.18,-764,-2,-238,50%,0%,0,-
506,Kim Down,KR ,6,66.7%,6.1,0.8,2,11.3,0.8,262,77.2%,8.9,202,2.64,1.3,0.32,0.4,349,1,-4,66.7%,0%,0,-
507,Kio,SK ,4,0%,2.2,2.3,2.8,3.8,8.6,400,68.3%,27.3,542,1.09,0.42,0.11,0.18,416,3,171,25%,0%,0,1
508,Kireas,TR ,2,50%,4.5,4.5,2,4.5,5.7,366,69.6%,15.3,264,2,0.35,0.54,0.35,616,2,-167,50%,0%,0,1
509,Kisee,AU ,2,100%,31,11,0.5,4.5,9.5,523,62%,39.6,936,0.98,0.2,0.22,0.12,528,16,772,0%,0%,0,1
510,Kituruken,TR ,2,50%,2.6,1.5,2.5,5,5.4,334,47.9%,10.4,208,1.27,0.37,0.21,0.32,444,0,274,50%,0%,0,-
511,Kizuro,CZ ,1,0%,4.3,2,3,11,0.6,239,86.7%,23.1,538,3.03,1.59,0.19,0.22,2019,4,1037,0%,0%,0,-
512,Klaj,SE ,2,100%,2,1,3.5,6,0.7,246,51.2%,6.7,156,2.58,1.45,0.17,0.38,133,-9,-95,0%,0%,0,-
513,Knight,CN ,3,66.7%,5.1,4,2.7,9.7,8,399,72%,18.3,481,-,-,-,-,-,-,-,-,-,-,-
514,Knighter,DK ,2,50%,5.7,5,1.5,3.5,9.2,416,69%,25.2,494,1.01,0.32,0.16,0.2,-116,4,324,0%,0%,0,1
515,Koba,FR ,6,100%,3.1,3.3,3.3,6.8,8.1,395,61.8%,19.9,469,1.08,0.37,0.24,0.09,-156,4,116,16.7%,16.7%,0,-
516,Kobbe,DK ,5,0%,2.3,3.6,2.4,2,9.3,416,67.2%,26.8,544,1.16,0.33,0.32,0.09,604,11,380,20%,0%,0,1
517,Kofte,TR ,2,100%,6,4,1.5,5,9.3,427,44.9%,20,477,1.39,0.49,0.18,0.17,495,-5,134,0%,0%,0,-
518,Kojima,BR ,2,0%,2,3.5,4,4.5,8.9,413,64.9%,31.3,798,1.67,0.43,0.35,0.17,1419,32,363,0%,0%,0,-
519,Kokos,PL ,1,0%,1,2,3,1,5.1,298,75%,16,270,1.01,0.17,0.21,0.14,-2312,-7,-999,0%,0%,0,-
520,Koldo,ES ,5,20%,2.6,2.2,2.8,5.2,5.4,321,72.5%,12.8,212,1.59,0.39,0.37,0.35,-167,-0,101,40%,0%,0,-
521,Komandata,BG ,3,0%,1.2,1.7,3,2,8.5,379,80%,26.2,399,0.87,0.26,0.18,0.03,-1658,-4,-218,0%,0%,0,2
